1,-141.48363
2,-109.31692
3,-98.32624
4,-93.23026
5,-90.22196
6,-88.07878
7,-86.679855
8,-85.46159
9,-84.45856
10,-83.771675
11,-82.87108
12,-82.47766
13,-81.96715
14,-81.61399
15,-81.239746
16,-80.69845
17,-80.438675
18,-80.46311
19,-79.88544
20,-79.5832
21,-79.310074
22,-79.170074
23,-78.74755
24,-78.944695
25,-78.28988
26,-78.2611
27,-78.109344
28,-78.00424
29,-77.68172
30,-77.46919
31,-77.53435
32,-77.25412
33,-77.16355
34,-77.06127
35,-76.84618
36,-76.722435
37,-76.72225
38,-76.4991
39,-76.2923
40,-76.40257
41,-76.201324
42,-76.20325
43,-76.04899
44,-75.93884
45,-75.99098
46,-75.64804
47,-75.55443
48,-75.51505
49,-75.50632
50,-75.480865
51,-75.2901
52,-75.3441
53,-75.07116
54,-75.02562
55,-75.00886
56,-74.9606
57,-74.923744
58,-74.690865
59,-74.71087
60,-74.6254
61,-74.572525
62,-74.41774
63,-74.499176
64,-74.32737
65,-74.303444
66,-74.18065
67,-74.15892
68,-74.07261
69,-73.919655
70,-74.071014
71,-73.91601
72,-73.891464
73,-73.867905
74,-73.91095
75,-73.74228
76,-73.53815
77,-73.60923
78,-73.743614
79,-73.533585
80,-73.54894
81,-73.39496
82,-73.35182
83,-73.34343
84,-73.31826
85,-73.16905
86,-73.16966
87,-73.05814
88,-73.1178
89,-73.14684
90,-73.09463
91,-73.03771
92,-73.05751
93,-72.84945
94,-72.944145
95,-72.89367
96,-72.8277
97,-72.75927
98,-72.74447
99,-72.74418
100,-72.5811
101,-72.55279
102,-72.65059
103,-72.62166
104,-72.39277
105,-72.44714
106,-72.37918
107,-72.42384
108,-72.42931
109,-72.28195
110,-72.26939
111,-72.16484
112,-72.2335
113,-72.23053
114,-72.21627
115,-72.03326
116,-72.169
117,-72.12412
118,-71.96505
119,-71.98706
120,-72.094
121,-71.793396
122,-71.978455
123,-71.9319
124,-71.89578
125,-71.83528
126,-71.71993
127,-71.89229
128,-71.83656
129,-71.7459
130,-71.63679
131,-71.72785
132,-71.66567
133,-71.640015
134,-71.701996
135,-71.5914
136,-71.535645
137,-71.64978
138,-71.57337
139,-71.4691
140,-71.678215
141,-71.47689
142,-71.33914
143,-71.45585
144,-71.465836
145,-71.53925
146,-71.29825
147,-71.297066
148,-71.22348
149,-71.405716
150,-71.286255
151,-71.19705
152,-71.20259
153,-71.34991
154,-70.99587
155,-71.22801
156,-71.08523
157,-71.22021
158,-71.06702
159,-71.14979
160,-71.15768
161,-70.9448
162,-71.00336
163,-71.10847
164,-70.95574
165,-70.90783
166,-70.87632
167,-71.0181
168,-70.90794
169,-70.87524
170,-70.81719
171,-70.861565
172,-70.81224
173,-70.886665
174,-70.74235
175,-70.75874
176,-70.75523
177,-70.73826
178,-70.83852
179,-70.790344
180,-70.758095
181,-70.76879
182,-70.65766
183,-70.64606
184,-70.60589
185,-70.67033
186,-70.68802
187,-70.632576
188,-70.549324
189,-70.48928
190,-70.40753
191,-70.563065
192,-70.6042
193,-70.518364
194,-70.48923
195,-70.57421
196,-70.47999
197,-70.409096
198,-70.47713
199,-70.368256
200,-70.536545
